,idk,number,adress,zipcode,city,idk3,lat,long
88120,781400015D-62,62,Rue de Brézolles,78130,Chapet,OSM,48.965789,1.9443740000000003
88121,786430161A-9019,9019,Rue des Eglises,78540,Vernouillet,CAD,48.959974,1.953552
88122,786430468J-22,22,Chemin du Trou à Glaise,78540,Vernouillet,CAD,48.960042,1.955093
88123,786430103M-8,8,Rue du Clos de Brezolles,78540,Vernouillet,C+O,48.958923,1.957543
88124,786430356M-3,3,Chemin Rural 8 de Meulan,78540,Vernouillet,CAD,48.958224,1.965113
88125,786430065W-9001,9001,Route de Bures,78540,Vernouillet,C+O,48.962703999999995,1.9699360000000001
88127,786430193K-2,2,Rue des Frères Godard,78540,Vernouillet,C+O,48.965376,1.9811
88128,786430392B-26,26,Rue Pasteur,78540,Vernouillet,OSM,48.964696,1.984134
88129,783840180X-40,40,Chemin des Poiriers,78670,Médan,C+O,48.960978999999995,1.990418
88130,783840180X-45,45,Chemin des Poiriers,78670,Médan,OSM,48.960493,1.991051
88131,783840480Y-34,34,Rue de Vernouillet,78670,Médan,OSM,48.960156,1.995095
88132,78624B073U-9003,9003,Ile Herniere,78510,Triel-sur-Seine,CAD,48.960905,2.00158
88133,78624B073U-9001,9001,Ile Herniere,78510,Triel-sur-Seine,CAD,48.961462,2.0017560000000003
88134,786240800C-1,1,Avenue de Poissy,78510,Triel-sur-Seine,C+O,48.967026000000004,2.010828
88135,786240804G-9027,9027,Route de Poissy,78510,Triel-sur-Seine,CAD,48.960074,2.017103
88136,786240804G-9025,9025,Route de Poissy,78510,Triel-sur-Seine,CAD,48.959834,2.017418
88138,78138B067A-9001,9001,Ecoparc des Cettons,78570,Chanteloup-les-Vignes,CAD,48.964563,2.0315090000000002
88139,781380258B-5,5,Rue Henri Navier,78570,Chanteloup-les-Vignes,OSM,48.963425,2.0337490000000003
88141,781230030U-1316,1316,Route d'Andrésy,78955,Carrières-sous-Poissy,C+O,48.961838,2.042582
88142,781230190T-9001,9001,Chemin de Halage,78955,Carrières-sous-Poissy,C+O,48.960588,2.046795
88143,78005B006M-9001,9001,Les Bauches,78260,Achères,CAD,48.959897999999995,2.050495
88144,780050560H-3,3,Avenue Wolfgang Amadeus Mozart,78260,Achères,OSM,48.961544,2.057457
88145,780050517L-3,3,Allée des Vanneaux,78260,Achères,OSM,48.960595,2.061975
88146,780050250W-26B,26BIS,Rue Léon Michel,78260,Achères,C+O,48.960673,2.064525
88147,780050480W-14,14,Avenue de Stalingrad,78260,Achères,OSM,48.96071,2.06881
88148,780050205X-21,21,Avenue Jean XXIII,78260,Achères,C+O,48.960551,2.073309
88149,780050360R-17,17,Rue Paul Vaillant-Couturier,78260,Achères,C+O,48.959216999999995,2.0745430000000002
88151,78551A020S-6,6,Cité Coligny,78100,Saint-Germain-en-Laye,C+O,48.956164,2.0900090000000002
88153,785511174B-9001,9001,Mais Forest Etoile du Loup,78100,Saint-Germain-en-Laye,CAD,48.964273,2.0954900000000003
88161,783580260X-4,4,Avenue Bourdaloue,78600,Maisons-Laffitte,OSM,48.957091999999996,2.13635
88162,783580250L-16,16,Avenue Bossuet,78600,Maisons-Laffitte,OSM,48.958571,2.138298
88163,783581020Y-19,19,Avenue Jacques Laffitte,78600,Maisons-Laffitte,OSM,48.959973,2.143602
88164,783580320M-26B,26BIS,Avenue Catinat,78600,Maisons-Laffitte,OSM,48.960491999999995,2.146405
88165,783580590F-8,8,Avenue Desaix,78600,Maisons-Laffitte,OSM,48.959816,2.151771
88166,783582120U-4,4,Avenue de Toulon,78600,Maisons-Laffitte,OSM,48.960951,2.156099
88167,783580230P-32,32,Avenue Berryer,78600,Maisons-Laffitte,OSM,48.960351,2.160409
88168,783581312R-7,7,Avenue Mademoiselle Mars,78600,Maisons-Laffitte,OSM,48.960522,2.1648389999999997
88169,783580095T-2B,2BIS,Avenue Auber,78600,Maisons-Laffitte,OSM,48.960743,2.169477
88170,783581170L-26,26,Avenue La Fontaine,78600,Maisons-Laffitte,OSM,48.961794,2.172312
88171,951761265A-9004,9004,Route de Seine,95240,Cormeilles-en-Parisis,C+O,48.959084000000004,2.18097
88172,951761010Y-16,16,Rue des Picardes,95240,Cormeilles-en-Parisis,C+O,48.960499,2.183725
88173,951760877D-13,13,Cours des Mesanges,95240,Cormeilles-en-Parisis,CAD,48.961451000000004,2.1879470000000003
88174,951760698J-17,17,Rue Jean Baptiste Carpeaux,95240,Cormeilles-en-Parisis,C+O,48.960802,2.1925209999999997
88175,951760727R-14,14,Rue Jean Pierre de Béranger,95240,Cormeilles-en-Parisis,C+O,48.960425,2.1970400000000003
88176,951760382R-9,9,Rue René Couzinet,95240,Cormeilles-en-Parisis,OSM,48.960367,2.2017130000000003
88177,951761393P-6,6,Cours des Verdiers,95240,Cormeilles-en-Parisis,C+O,48.961194,2.205775
88178,950184575K-32,32,Boulevard de la Résistance,95100,Argenteuil,C+O,48.958659999999995,2.212617
88179,950181510D-9001,9001,Rue de la Corse,95100,Argenteuil,C+O,48.959502,2.217057
88180,950181510D-51,51,Rue de la Corse,95100,Argenteuil,C+O,48.960506,2.218727
88181,950181490G-210,210,Route de Cormeilles,95100,Argenteuil,C+O,48.960892,2.224475
88182,950184860V-1,1,Rue de Somme-Py,95100,Argenteuil,C+O,48.960491,2.2291119999999998
88183,950182450A-45,45,Rue de la Grande Voie,95100,Argenteuil,C+O,48.960527,2.233607
88184,950183410U-116,116,Avenue du Maréchal Joffre,95100,Argenteuil,C+O,48.9605,2.238318
88185,950183380L-99,99,Rue Marcelle Laget,95100,Argenteuil,C+O,48.960644,2.242513
88186,950181120E-55B,55BIS,Rue de Champagne,95100,Argenteuil,C+O,48.960491,2.2472830000000004
88187,950181270T-89,89,Rue des Châtaigniers,95100,Argenteuil,C+O,48.96031,2.251258
88188,950184910Z-12,12,Rue de Strasbourg,95100,Argenteuil,C+O,48.960403,2.256653
88189,950182760M-152,152,Boulevard Jean Allemane,95100,Argenteuil,OSM,48.961809,2.26028
88190,950182400W-53,53,Rue de Gode,95100,Argenteuil,C+O,48.96143,2.263601
88191,950180140P-16A,16A,Rue d'Alsace,95100,Argenteuil,C+O,48.961005,2.27103
88192,950180450B-36,36,Rue de l'Aveyron,95100,Argenteuil,C+O,48.960464,2.274608
88193,950180810T-12,12,Rue de Bouin,95100,Argenteuil,C+O,48.960645,2.279111
88194,955550990D-10,10,Rue des Raguenets,95210,Saint-Gratien,C+O,48.959928999999995,2.283791
88195,955550242R-10,10,Rue du Clos Saint Paul,95210,Saint-Gratien,CAD,48.960524,2.2889009999999996
88196,930310075U-23,23,Route d'Argenteuil,93800,Épinay-sur-Seine,C+O,48.960397,2.292882
88197,930314740P-69,69,Avenue Joffre,93800,Épinay-sur-Seine,C+O,48.960499,2.297086
88198,930310020J-3,3,Rue Alfred de Musset,93800,Épinay-sur-Seine,C+O,48.960546,2.302038
88199,930313530Z-57,57,Rue de Fitzelin,93800,Épinay-sur-Seine,C+O,48.96051,2.3063540000000002
88200,930313118B-25,25,Rue des Écondeaux,93800,Épinay-sur-Seine,C+O,48.960361,2.311297
88201,951971470G-27,27,Rue Victor Hugo,95170,Deuil-la-Barre,C+O,48.960853,2.315983
88202,951971243K-11,11,Rue Pierre de Ronsard,95170,Deuil-la-Barre,CAD,48.960437,2.3205080000000002
88203,951970125V-134,134,Rue de Balzac,95170,Deuil-la-Barre,C+O,48.959959999999995,2.3248189999999997
88204,951970545B-290,290,Rue d'Épinay,95170,Deuil-la-Barre,C+O,48.960519,2.3296040000000002
88205,954270371M-30,30,Rue Hector Berlioz,95360,Montmagny,C+O,48.96046,2.3341950000000002
88206,954270385C-2,2,Avenue du 8 Mai 1945,95360,Montmagny,C+O,48.961474,2.3375220000000003
88207,930791420X-1,1,Allee des Chats Luisets,93430,Villetaneuse,CAD,48.960729,2.343601
88208,930797115M-20,20,Rue Pasteur,93430,Villetaneuse,C+O,48.960561,2.347785
88209,930797115M-34,34,Rue Pasteur,93430,Villetaneuse,C+O,48.96078,2.3525400000000003
88210,930591411Z-32,32,Rue Camélinat,93380,Pierrefitte-sur-Seine,C+O,48.959739,2.356585
88211,930597185A-44,44,Avenue Potier,93380,Pierrefitte-sur-Seine,C+O,48.960719,2.361545
88212,930593180X-109,109,Rue Etienne Dolet,93380,Pierrefitte-sur-Seine,C+O,48.960724,2.3660360000000003
88213,930590610D-14,14,Rue Babeuf,93380,Pierrefitte-sur-Seine,C+O,48.961009999999995,2.3711919999999997
88214,930724750X-33,33,Rue Jean-Pierre Timbaud,93240,Stains,C+O,48.960914,2.3750419999999997
88215,930724111C-22,22,Rue Gambetta,93240,Stains,C+O,48.9606,2.379845
88216,930726145N-43,43,Rue Michel Rolnikas,93240,Stains,C+O,48.960076,2.383039
88217,930726170R-17B,17BIS,Rue du Moutier,93240,Stains,C+O,48.959676,2.388594
88218,930724485J-48,48,Rue des Huleux,93240,Stains,C+O,48.960053,2.394606
88219,952680240L-16,16,Rue Francis Bazin,95140,Garges-lès-Gonesse,C+O,48.960468,2.397959
88220,952680124K-3,3,Rue Marcel Cerdan,95140,Garges-lès-Gonesse,OSM,48.961793,2.4034310000000003
88221,952680365X-59,59,Rue Jean Moulin,95140,Garges-lès-Gonesse,C+O,48.961976,2.408714
88222,952680365X-100,100,Rue Jean Moulin,95140,Garges-lès-Gonesse,C+O,48.961358000000004,2.4129259999999997
88223,952680132U-51,51,Rue des Chasseurs,95140,Garges-lès-Gonesse,C+O,48.960865000000005,2.416897
88224,930307920A-1,1,Rue Salvador Allende,93440,Dugny,CAD,48.957133,2.420363
88225,95088B015F-9002F,9002F,Le Hazeret,95500,Bonneuil-en-France,CAD,48.960884,2.425364
88226,95088B015F-9001F,9001F,Le Hazeret,95500,Bonneuil-en-France,CAD,48.959789,2.426571
88228,950880013X-140,140,Aeroport du Bourget,95500,Bonneuil-en-France,CAD,48.959547,2.443492
88230,950880120N-34,34,Route de Flandre,95500,Bonneuil-en-France,CAD,48.959719,2.448628
88232,952770802H-9002,9002,Avenue du Xxieme Siecle,95500,Gonesse,CAD,48.966994,2.459864
88236,930050124K-9002,9002,Boulevard André Citroën,93600,Aulnay-sous-Bois,C+O,48.963701,2.480386
88239,930050028F-6,6,Rue Alain Mimoun,93600,Aulnay-sous-Bois,C+O,48.958059000000006,2.492602
88240,930052194K-13,13,Rue Louison Bobet,93600,Aulnay-sous-Bois,C+O,48.960754,2.494954
88241,930050233D-9001,9001,Rue Auguste Renoir,93600,Aulnay-sous-Bois,C+O,48.960218,2.499082
88242,930053485N-3,3,Impasse Uranus,93600,Aulnay-sous-Bois,C+O,48.959218,2.502352
88243,930051007V-9001,9001,Parc Departemental du Sausset,93600,Aulnay-sous-Bois,CAD,48.960151,2.506071
88245,930051063F-37,37,Rue du Docteur Schalow,93600,Aulnay-sous-Bois,C+O,48.955104,2.517939
88246,930780034V-4,4,Square Anne Claude Godeau,93420,Villepinte,C+O,48.963411,2.523596
88247,930781140X-54,54,Chemin du Pont des Marais,93420,Villepinte,C+O,48.960874,2.526752
88248,930781280Z-22,22,Chemin de Savigny,93420,Villepinte,C+O,48.96069,2.530383
88249,930781400E-13,13,Rue de la Voie des Prés,93420,Villepinte,C+O,48.960716999999995,2.5352
88250,930781344U-6,6,Rue du Tonnelier,93420,Villepinte,C+O,48.959053000000004,2.540006
88251,930781385N-9002,9002,Chemin Vicinal 2 de Villepinte à Vaujours,93420,Villepinte,CAD,48.960139,2.546188
88252,930781198K-241,241,Boulevard Robert Ballanger,93420,Villepinte,C+O,48.959739,2.549553
88253,930780236P-10,10,Rue La Bruyère,93420,Villepinte,C+O,48.959753000000006,2.5530459999999997
88254,930781250S-32,32,Avenue Saint-Saens,93420,Villepinte,C+O,48.959852000000005,2.557988
88255,930730656T-22,22,Avenue Gabriel Péri,93290,Tremblay-en-France,C+O,48.960399,2.562625
88256,930730230E-53,53,Dixième Avenue,93290,Tremblay-en-France,C+O,48.96073,2.567289
88257,930730715G-61B,61BIS,Avenue Henri Barbusse,93290,Tremblay-en-France,C+O,48.960653,2.5715220000000003
88258,930730713E-34,34,Rue Hector Berlioz,93290,Tremblay-en-France,C+O,48.960388,2.57623
88259,772940085N-3,3,Rue Angela Davis,77290,Mitry-Mory,C+O,48.960440000000006,2.5808470000000003
88260,772941190P-17,17,Rue de Richelieu,77290,Mitry-Mory,C+O,48.960381,2.585477
88261,772940930G-49,49,Rue de Nantes,77290,Mitry-Mory,C+O,48.960298,2.589927
88262,772940510A-11,11,Rue d'Evreux,77290,Mitry-Mory,C+O,48.960557,2.594522
88263,772940655H-9,9,Rue Honoré de Balzac,77290,Mitry-Mory,C+O,48.960661,2.598991
88264,772940780U-75B,75BIS,Avenue des Lilas,77290,Mitry-Mory,C+O,48.960444,2.603687
88265,772940280A-42,42,Avenue des Châtaigniers,77290,Mitry-Mory,C+O,48.95961,2.6077209999999997
88266,772940660N-24A,24A,Avenue des Iris,77290,Mitry-Mory,C+O,48.958083,2.612027
88268,77294B096G-9001,9001,Le Noyer Nicolas Martin,77290,Mitry-Mory,CAD,48.964161,2.625079
88270,772940748J-9003,9003,Chemin Rural Lateral,77290,Mitry-Mory,CAD,48.967062,2.631137
88272,772940064R-18,18,Rue Amélie Martin,77290,Mitry-Mory,C+O,48.969809000000005,2.64289
88273,772940551V-7,7,Impasse Frédéric Chopin,77290,Mitry-Mory,C+O,48.969668,2.6455349999999997
88278,772140387P-6,6,Allée d'Orion,77410,Gressy,C+O,48.9622,2.668964
88279,772140405J-1B,1BIS,Chemin de la Rosée,77410,Gressy,C+O,48.961197999999996,2.672286
88280,772140377D-7,7,Allée des Naïades,77410,Gressy,C+O,48.963741999999996,2.676416
88281,772920162F-9001,9001,Route de Gressy,77410,Messy,CAD,48.965446,2.681411
88284,772920165J-10,10,Rue du Gué Poiré,77410,Messy,C+O,48.966285,2.695297
88285,772920020B-26,26,Rue Bardin,77410,Messy,C+O,48.963703,2.701877
88287,772920020B-17,17,Rue Bardin,77410,Messy,C+O,48.96467,2.703393
88288,77292B001M-4,4,La Breche du Chemin de Cho,77410,Messy,CAD,48.967073,2.705517
88290,77292B025N-9001,9001,La Mare au Roi,77410,Messy,CAD,48.963446999999995,2.725574
88294,770950060B-9001,9001,Ferme de Choisy le Temple,77410,Charny,CAD,48.963407000000004,2.743639
88298,770950112H-6,6,Rue Ferdinand-Hippolyte Lavaux,77410,Charny,C+O,48.968527,2.7582430000000002
88299,770950229K-21,21,Rue du Stade,77410,Charny,C+O,48.968834,2.764422
88312,773350465Y-31,31,Rue du Vivier,77124,Chauconin-Neufmontiers,C+O,48.9707,2.835125
88316,773350479N-11B,11BIS,Rue de la Ferme du Pré,77124,Chauconin-Neufmontiers,C+O,48.962496,2.841501
88317,773350507U-9001,9001,Chemin du Pont de la Planche,77124,Chauconin-Neufmontiers,CAD,48.960457,2.844991
88321,772840735N-2,2,Rue du Lycée Technique,77100,Meaux,C+O,48.956831,2.866
88322,771430029J-19,19,Rue de la Fontaine Sarrazin,77124,Crégy-lès-Meaux,C+O,48.961584,2.8699
88323,772841030J-29,29,Cours Pinteville,77100,Meaux,C+O,48.960507,2.873472
88324,772840160N-5B,5BIS,Rue Bossuet,77100,Meaux,C+O,48.960658,2.87772
88325,772840660G-39,39,Boulevard Jean Rose,77100,Meaux,C+O,48.960817,2.882635
88326,772841050F-8,8,Rue des Prés,77100,Meaux,C+O,48.960657,2.887216
88327,772841130T-95,95,Avenue de la République,77100,Meaux,C+O,48.960539000000004,2.89166
88328,772840790Y-60,60,Avenue du Maréchal Joffre,77100,Meaux,OSM,48.960578000000005,2.896492
88329,772841162C-51,51,Avenue des Sablons Bouillants,77100,Meaux,OSM,48.960744,2.901624
88330,772840375X-27,27,Avenue de l'Epinette,77100,Meaux,C+O,48.959901,2.906819
88331,772840945S-8,8,Rue Pascal,77100,Meaux,C+O,48.961299,2.910056
88332,772840375X-79,79,Avenue de l'Epinette,77100,Meaux,C+O,48.960174,2.914028
88333,772840885B-6,6,Rue Nicéphore Niepce,77100,Meaux,C+O,48.960689,2.91907
88334,772840828P-2,2,Rue Maurice Meslans,77100,Meaux,CAD,48.960298,2.923788
88335,772840695V-46,46,Rue Lavoisier,77100,Meaux,C+O,48.959984000000006,2.927643
88336,772841421J-19,19,Impasse de la Victoire,77100,Meaux,C+O,48.958446,2.9326689999999997
88337,773690110P-43,43,Rue du Général De Gaulle,77470,Poincy,C+O,48.959334000000005,2.937113
88338,773690150H-8,8,N 3 Paris à Metz,77470,Poincy,CAD,48.95782,2.940633
88339,774750100T-5,5,Rue du Bac,77470,Trilport,C+O,48.959903999999995,2.946548
88340,774750150X-11,11,Rue du Chene au Roi,77470,Trilport,CAD,48.960563,2.951538
88341,774750399T-22,22,Rue Léon Jouhaux,77470,Trilport,C+O,48.961609,2.954798
88342,774750760K-71,71,Avenue de Verdun,77470,Trilport,C+O,48.959342,2.960054
88348,770080265C-28,28,Rue de Meaux,77440,Armentières-en-Brie,C+O,48.964989,2.99497
88351,774150160U-15,15,Rue de l'Ecluse,77660,Saint-Jean-les-Deux-Jumeaux,CAD,48.958698,3.003417
88352,77084B062H-9001,9001,Les Vannes,77660,Changis-sur-Marne,CAD,48.958949,3.008153
88353,770840240V-37,37,Rue de l'Ormois,77660,Changis-sur-Marne,C+O,48.96026,3.011256
88354,770840074P-32,32,Rue des Frères Pierre,77660,Changis-sur-Marne,C+O,48.959944,3.014816
88355,770840082Y-27,27,Rue du Général de Gaulle,77660,Changis-sur-Marne,C+O,48.959338,3.019405
88356,770840083Z-25,25,Rue Georges Brassens,77660,Changis-sur-Marne,C+O,48.960479,3.024441
88357,770840020F-28,28,Rue des Acacias,77660,Changis-sur-Marne,C+O,48.960328000000004,3.028197
88360,770840280N-9001,9001,Rue des Vieilles Vignes,77660,Changis-sur-Marne,C+O,48.96745,3.041474
88364,774780173J-9,9,Chemin de Laval,77260,Ussy-sur-Marne,C+O,48.955228999999996,3.064243
88365,774780060L-38,38,Rue de Changis,77260,Ussy-sur-Marne,C+O,48.956716,3.066818
88366,774780100E-26,26,Rue de Dehors,77260,Ussy-sur-Marne,C+O,48.957907,3.070689
88367,774780180S-36,36,Rue de Lizy,77260,Ussy-sur-Marne,C+O,48.958276,3.074932
88373,77478B056N-9001,9001,Les Fosses,77260,Ussy-sur-Marne,CAD,48.958227,3.1068119999999997
88375,77183B124V-18,18,La Platriere de Morintru,77260,La Ferté-sous-Jouarre,CAD,48.958782,3.111553
88376,771830155X-41,41,Rue du Colonel Francois Glaize,77260,La Ferté-sous-Jouarre,CAD,48.959169,3.1145490000000002
88377,771830406V-30,30,Rue Léon Glaize,77260,La Ferté-sous-Jouarre,C+O,48.960091999999996,3.120126
88378,771830675M-62M,62M,Rue Simon Roussel,77260,La Ferté-sous-Jouarre,C+O,48.960446999999995,3.124648
88379,771830380S-91,91,Rue d'Hugny,77260,La Ferté-sous-Jouarre,OSM,48.960547999999996,3.1299799999999998
88380,771830310R-92,92,Avenue du Général Leclerc,77260,La Ferté-sous-Jouarre,C+O,48.961028000000006,3.1333889999999998
88381,770780010W-8,8,Villa de l'Avocette,77260,Chamigny,C+O,48.962859,3.13732
88382,773880090K-68,68,Rue du Huit Mai 1945,77260,Reuil-en-Brie,CAD,48.959969,3.143646
88383,773880120T-5,5,Rue Pasteur,77260,Reuil-en-Brie,C+O,48.960503,3.147543
88384,773880240Y-27,27,Rue du Tillet,77260,Reuil-en-Brie,C+O,48.960027000000004,3.1517150000000003
88385,773880090K-1,1,Rue du Huit Mai 1945,77260,Reuil-en-Brie,CAD,48.963266,3.156413
88388,773880020J-7,7,Rue de la Cave,77260,Reuil-en-Brie,CAD,48.958897,3.175741
88390,773880200E-1,1,Rue Roger Simon,77260,Reuil-en-Brie,CAD,48.959663,3.178033
88391,77265B059T-11,11,Les Jardins,77138,Luzancy,CAD,48.965168,3.185947
88393,772900260W-8,8,Chemin du Russelet,77730,Méry-sur-Marne,C+O,48.962865,3.19932
88396,773970020V-60,60,Rue Chef de Ville,77730,Saâcy-sur-Marne,C+O,48.960389,3.207329
88397,773970380L-46,46,Rue des Hameaux,77730,Saâcy-sur-Marne,C+O,48.960489,3.211651
88398,77397B044C-9002,9002,Les Champs Fleurands,77730,Saâcy-sur-Marne,CAD,48.961383000000005,3.215465
88399,773970003B-9,9,Rue de la Belle Ente,77730,Saâcy-sur-Marne,CAD,48.963212,3.218851
88401,77117B039P-9001,9001,Les Meules,77730,Citry,CAD,48.963037,3.2332110000000003
88402,771170280V-78,78,Rue de Villaré,77730,Citry,C+O,48.960777,3.235606
88403,771170050V-12B,12B,Rue de la Croix,77730,Citry,C+O,48.959025,3.239759
88404,77117B024Y-9001,9001,Les Glaises,77730,Citry,CAD,48.959587,3.2446509999999997
88405,77117B029D-9002,9002,Les Grandes Montagnes,77730,Citry,CAD,48.960091999999996,3.248259
88406,77117B064S-9003,9003,Les Plantes d'En Bas,77730,Citry,CAD,48.959241999999996,3.251586
88407,77117B002Z-9001,9001,Les Baudichonnes,77730,Citry,CAD,48.95762,3.252659
88475,781880010P-14,14,Route de Breuilpont,78270,Cravent,OSM,48.978938,1.4822229999999998
88479,785590150D-24,24,Rue d'en Bas,78980,Saint-Illiers-le-Bois,OSM,48.961714,1.504077
88480,785590240B-21,21,Rue du Peuplier,78980,Saint-Illiers-le-Bois,OSM,48.963029,1.508418
88483,78107B084D-19,19,La Scellee,78980,Bréval,CAD,48.960269,1.526605
88486,78558B038T-2,2,Le Pelleray,78980,Saint-Illiers-la-Ville,CAD,48.966646999999995,1.535575
88487,78558B038T-8,8,Le Pelleray,78980,Saint-Illiers-la-Ville,CAD,48.96578,1.537165
88488,78107B030V-7B,7B,Les Devins,78980,Bréval,CAD,48.963972,1.542781
88491,78107B087G-8,8,Thiron,78980,Bréval,CAD,48.965056,1.556871
88492,78107B087G-38,38,Thiron,78980,Bréval,CAD,48.966815999999994,1.559648
88493,78082B016N-5126,5126,La Fontaine aux Abbes,78200,Boissy-Mauvoisin,CAD,48.966584000000005,1.568359
88494,78082B016N-5002,5002,La Fontaine aux Abbes,78200,Boissy-Mauvoisin,CAD,48.966460999999995,1.568764
88495,780820309A-20,20,Rue de la Mare Lisieux,78200,Boissy-Mauvoisin,OSM,48.964607,1.574915
88496,780820322P-12,12,Rue des Tilleuls,78200,Boissy-Mauvoisin,OSM,48.964441,1.579677
88497,780820150C-21,21,Route de Breval,78200,Boissy-Mauvoisin,OSM,48.962713,1.581237
88498,783850052D-1,1,Impasse des Sources,78200,Ménerville,OSM,48.963118,1.591236
88499,78082B015M-5048,5048,Les Fonds de Blery,78200,Boissy-Mauvoisin,CAD,48.966258,1.594249
88500,783850040R-23,23,Rue du Moulin Saint-Blaise,78200,Ménerville,C+O,48.964476,1.599392
88501,78385A001T-3,3,Le Clos du Moulin,78200,Ménerville,C+O,48.964528,1.602217
88504,78484B045X-6,6,La Mare la Forge,78200,Perdreauville,CAD,48.961312,1.6156979999999999
88505,78484B006E-5025,5025,Blaru Ferme,78200,Perdreauville,CAD,48.965431,1.621349
88506,784840120X-5,5,La Verriere,78200,Perdreauville,CAD,48.965292,1.625262
88507,784840101B-12,12,Rue Saint-Martin,78200,Perdreauville,OSM,48.964796,1.630396
88508,784840101B-2,2,Rue Saint-Martin,78200,Perdreauville,OSM,48.964576,1.632423
88510,782450160E-10,10,Rue des Robinettes,78200,Fontenay-Mauvoisin,OSM,48.964533,1.6482990000000002
88511,782450160E-12,12,Rue des Robinettes,78200,Fontenay-Mauvoisin,OSM,48.964612,1.6483830000000002
88512,782450080T-2,2,Rue de la Grande Fontaine,78200,Fontenay-Mauvoisin,OSM,48.965302,1.6530799999999999
88513,782450120L-3,3,Rue du Fond du Paradis,78200,Fontenay-Mauvoisin,OSM,48.964687,1.6563430000000001
88516,785970240L-18,18,Rue des Pommiers,78200,Soindres,OSM,48.95945,1.6728630000000002
88517,783540971M-5,5,Chemin de Romilly,78200,Magnanville,CAD,48.963971,1.6771
88518,783540661A-29,29,Rue du Lauzier,78200,Magnanville,OSM,48.964977000000005,1.680653
88519,783540700T-5032,5032,Rue de la Mare Pasloue,78200,Magnanville,C+O,48.966541,1.6848419999999997
88520,783540939C-7,7,Allée de Picardie,78200,Magnanville,C+O,48.965306,1.689644
88522,783542196U-6,6,Allée du Vexin,78200,Magnanville,C+O,48.966969,1.695396
88523,783620727M-9003,9003,Chemin des Orgemonts,78711,Mantes-la-Ville,C+O,48.968139,1.704705
88524,783620480U-240,240,Route de Houdan,78711,Mantes-la-Ville,OSM,48.965295000000005,1.7080650000000002
88525,783620185Y-1,1,Rue de Chambord,78711,Mantes-la-Ville,OSM,48.965027,1.712604
88526,783620124G-10,10,Avenue du Breuil,78711,Mantes-la-Ville,OSM,48.964890000000004,1.717741
88527,783620311K-9,9,Rue de la Dives,78711,Mantes-la-Ville,OSM,48.965077,1.72155
88528,783620420D-124,124,Route de Guerville,78711,Mantes-la-Ville,OSM,48.966796,1.727025
88529,782911410N-2,2,Rue du Pressoir des Champs,78930,Guerville,C+O,48.965396999999996,1.730692
88530,78291B101X-5568,5568,La Plagne Sud,78930,Guerville,CAD,48.963001,1.738737
88532,782910180B-7,7,Rue Bellevue,78930,Guerville,OSM,48.962026,1.74594
88533,782911080E-9,9,Rue des Mauduits,78930,Guerville,C+O,48.961101,1.748578
88536,785010390S-5499,5499,Rue de la Grande Remise,78440,Porcheville,C+O,48.9702,1.7611419999999998
88537,785010780R-1,1,Rue des Malides,78440,Porcheville,C+O,48.968681,1.770364
88539,785010060H-21,21,Rue Alfred Labarrière,78440,Porcheville,C+O,48.967902,1.776168
88540,78501B017T-5151,5151,Les Gords,78440,Porcheville,CAD,48.968414,1.780623
88541,784020620X-219,219,Rue Nationale,78970,Mézières-sur-Seine,OSM,48.961112,1.785302
88542,784020095B-5000,5000,Chemin du Champs la Ville,78970,Mézières-sur-Seine,CAD,48.962621,1.7902689999999999
88543,784020411V-5000,5000,Sentier des Gravois,78970,Mézières-sur-Seine,CAD,48.962959000000005,1.7954
88544,784020810D-70,70,Rue de la Vallée,78970,Mézières-sur-Seine,C+O,48.961465999999994,1.799626
88545,784020390X-9986,9986,Rue Georges Deschamps,78970,Mézières-sur-Seine,C+O,48.963071,1.8063360000000002
88546,782171020L-5078,5078,Route de Rangiport,78680,Épône,CAD,48.965133,1.807973
88547,782170570X-5025,5025,Avenue de la Gare,78680,Épône,C+O,48.96369,1.8127369999999998
88548,782170601F-1,1,Place de la Gare,78680,Épône,CAD,48.963959,1.814791
88549,78217B035X-1,1,Les Etamieres,78680,Épône,CAD,48.9633,1.823948
88550,782170770P-5101,5101,Chemin de Meulan,78680,Épône,CAD,48.967332,1.828929
88551,78217B011W-5074,5074,La Bourde,78680,Épône,CAD,48.966718,1.8326049999999998
88552,78217B011W-5024,5024,La Bourde,78680,Épône,CAD,48.965002,1.8358860000000001
88554,780290106K-16,16,Rue du Clos Reine,78410,Aubergenville,OSM,48.966769,1.8454650000000001
88555,780290038L-10,10,Rue Augustin Fresnel,78410,Aubergenville,OSM,48.966393,1.848956
88556,78029B005G-9050,9050,Bois de Chevry,78410,Aubergenville,CAD,48.966165000000004,1.854825
88557,78029A009Z-1,1,Résidence du Bois Bodin,78410,Aubergenville,C+O,48.962584,1.860687
88558,782380012Z-420,420,Rue Charles de Gaulle,78410,Flins-sur-Seine,OSM,48.963832000000004,1.865118
88559,782380055W-1,1,Chemin des Gâts,78410,Flins-sur-Seine,OSM,48.965078999999996,1.868154
88560,782380110F-34,34,Rue de l'Orme,78410,Flins-sur-Seine,OSM,48.96499,1.87253
88561,782380010X-130,130,Route de Bouafle,78410,Flins-sur-Seine,OSM,48.965212,1.8770799999999999
